hash_partida,hash_tf,data_partida,periodo,temporada,team_hash_a,team_hash_b,fg_made_a,fg_att_a,fg3_made_a,fg3_att_a,fg2_made_a,fg2_att_a,ft_made_a,ft_att_a,fg_made_b,fg_att_b,fg3_made_b,fg3_att_b,fg2_made_b,fg2_att_b,ft_made_b,ft_att_b,pace_a,pace_b,match_pace,pts_a,pts_b,a_mov,total,a_mov_cumsum,a_mov_prior
Cerrado2024LDPG2024,Cerrado2024LDPG20243,2024-07-21,3,2024,Cerrado2024,LDPG2024,26,16,3,5,8,11,1,3,20,16,3,8,5,8,1,1,17.32,20.44,18.880000000000003,26,20,6,46,-2,-8.0
Cerrado2024LDPG2024,Cerrado2024LDPG20244,2024-07-21,4,2024,Cerrado2024,LDPG2024,16,21,2,11,5,10,0,0,27,14,4,7,3,7,9,10,23.0,19.4,21.2,16,27,-11,43,-13,-2.0
Caixa Brasília Basquete2024Mogi2024,Caixa Brasília Basquete2024Mogi20241,2024-07-21,1,2024,Caixa Brasília Basquete2024,Mogi2024,14,18,3,11,2,7,1,3,18,18,0,4,7,14,4,7,22.32,21.08,21.7,14,18,-4,32,-4,0.0
Caixa Brasília Basquete2024Mogi2024,Caixa Brasília Basquete2024Mogi20242,2024-07-21,2,2024,Caixa Brasília Basquete2024,Mogi2024,16,19,1,9,6,10,1,2,21,15,3,9,5,6,2,2,20.88,17.880000000000003,19.380000000000003,16,21,-5,37,-9,-4.0
Caixa Brasília Basquete2024Mogi2024,Caixa Brasília Basquete2024Mogi20243,2024-07-21,3,2024,Caixa Brasília Basquete2024,Mogi2024,19,16,4,11,2,5,3,4,21,13,1,4,8,9,2,3,19.76,18.32,19.04,19,21,-2,40,-11,-9.0
Caixa Brasília Basquete2024Mogi2024,Caixa Brasília Basquete2024Mogi20244,2024-07-21,4,2024,Caixa Brasília Basquete2024,Mogi2024,27,23,4,11,6,12,3,7,24,15,1,7,5,8,11,16,30.08,21.04,25.56,27,24,3,51,-8,-11.0
Minas2024Paulistano2024,Minas2024Paulistano20241,2024-07-21,1,2024,Minas2024,Paulistano2024,22,11,3,4,5,7,3,3,15,16,1,8,5,8,2,2,15.32,19.88,17.6,22,15,7,37,7,0.0
Minas2024Paulistano2024,Minas2024Paulistano20242,2024-07-21,2,2024,Minas2024,Paulistano2024,11,19,1,10,4,9,0,0,20,19,1,5,6,14,5,5,19.0,21.2,20.1,11,20,-9,31,-2,7.0
Minas2024Paulistano2024,Minas2024Paulistano20243,2024-07-21,3,2024,Minas2024,Paulistano2024,17,12,3,5,3,7,2,4,24,15,2,7,6,8,6,8,18.76,20.52,19.64,17,24,-7,41,-9,-2.0
Minas2024Paulistano2024,Minas2024Paulistano20244,2024-07-21,4,2024,Minas2024,Paulistano2024,14,16,1,6,4,10,3,5,24,15,6,11,2,4,2,2,22.2,18.880000000000003,20.54,14,24,-10,38,-19,-9.0
Pinheiros2024UNIFACISA2024,Pinheiros2024UNIFACISA20241,2024-07-21,1,2024,Pinheiros2024,UNIFACISA2024,14,18,1,6,5,12,1,2,5,14,1,6,0,8,2,2,16.88,15.88,16.38,14,5,9,19,9,0.0
Pinheiros2024UNIFACISA2024,Pinheiros2024UNIFACISA20242,2024-07-21,2,2024,Pinheiros2024,UNIFACISA2024,30,20,2,4,11,16,2,2,12,15,1,9,4,6,1,6,20.88,18.64,19.76,30,12,18,42,27,9.0
Pinheiros2024UNIFACISA2024,Pinheiros2024UNIFACISA20243,2024-07-21,3,2024,Pinheiros2024,UNIFACISA2024,17,16,1,8,5,8,4,5,16,15,3,9,2,6,3,4,21.2,19.76,20.48,17,16,1,33,28,27.0
Pinheiros2024UNIFACISA2024,Pinheiros2024UNIFACISA20244,2024-07-21,4,2024,Pinheiros2024,UNIFACISA2024,26,19,1,4,9,15,5,8,13,16,3,11,0,5,4,8,23.52,19.52,21.52,26,13,13,39,41,28.0
Botafogo2024Caixa Brasília Basquete2024,Botafogo2024Caixa Brasília Basquete20241,2024-08-25,1,2024,Botafogo2024,Caixa Brasília Basquete2024,16,18,1,4,6,14,1,4,16,22,2,14,5,8,0,1,19.76,21.44,20.6,16,16,0,32,0,0.0
Botafogo2024Caixa Brasília Basquete2024,Botafogo2024Caixa Brasília Basquete20242,2024-08-25,2,2024,Botafogo2024,Caixa Brasília Basquete2024,18,11,0,3,6,8,6,6,20,14,1,4,6,10,5,9,17.64,22.96,20.3,18,20,-2,38,-2,0.0
Botafogo2024Caixa Brasília Basquete2024,Botafogo2024Caixa Brasília Basquete20243,2024-08-25,3,2024,Botafogo2024,Caixa Brasília Basquete2024,24,14,1,3,7,11,7,10,18,16,3,11,2,5,5,7,21.4,26.08,23.74,24,18,6,42,4,-2.0
Botafogo2024Caixa Brasília Basquete2024,Botafogo2024Caixa Brasília Basquete20244,2024-08-25,4,2024,Botafogo2024,Caixa Brasília Basquete2024,19,16,1,6,5,10,6,11,21,8,1,3,3,5,12,17,27.84,20.48,24.16,19,21,-2,40,2,4.0
Campo Mourão2024Cerrado2024,Campo Mourão2024Cerrado20241,2024-08-25,1,2024,Campo Mourão2024,Cerrado2024,12,11,0,3,3,8,6,11,21,17,3,9,4,8,4,5,14.84,22.2,18.52,12,21,-9,33,-9,0.0
Campo Mourão2024Cerrado2024,Campo Mourão2024Cerrado20242,2024-08-25,2,2024,Campo Mourão2024,Cerrado2024,15,15,1,10,2,5,8,9,24,16,1,5,8,11,5,5,21.96,23.2,22.58,15,24,-9,39,-18,-9.0
Campo Mourão2024Cerrado2024,Campo Mourão2024Cerrado20243,2024-08-25,3,2024,Campo Mourão2024,Cerrado2024,19,16,2,5,4,11,5,8,16,24,1,13,6,11,1,1,20.52,27.44,23.98,19,16,3,35,-15,-18.0
Campo Mourão2024Cerrado2024,Campo Mourão2024Cerrado20244,2024-08-25,4,2024,Campo Mourão2024,Cerrado2024,32,12,4,5,5,7,10,13,18,16,1,7,4,9,7,10,25.72,26.4,26.06,32,18,14,50,-1,-15.0
Caxias2024LDPG2024,Caxias2024LDPG20241,2024-08-25,1,2024,Caxias2024,LDPG2024,20,18,3,7,4,11,3,6,16,18,2,9,5,9,0,1,18.64,20.44,19.54,20,16,4,36,4,0.0
Caxias2024LDPG2024,Caxias2024LDPG20242,2024-08-25,2,2024,Caxias2024,LDPG2024,21,15,4,7,3,8,3,4,16,14,3,8,3,6,1,2,17.76,15.88,16.82,21,16,5,37,9,4.0
Caxias2024LDPG2024,Caxias2024LDPG20243,2024-08-25,3,2024,Caxias2024,LDPG2024,13,11,1,6,2,5,6,10,16,15,1,3,2,12,9,13,21.4,25.72,23.56,13,16,-3,29,6,9.0
Caxias2024LDPG2024,Caxias2024LDPG20244,2024-08-25,4,2024,Caxias2024,LDPG2024,19,14,2,4,4,10,5,8,21,19,2,7,6,12,3,3,18.52,22.32,20.42,19,21,-2,40,4,6.0
B.Cearense2024Pato Basquete2024,B.Cearense2024Pato Basquete20241,2024-08-25,1,2024,B.Cearense2024,Pato Basquete2024,2,11,0,4,1,7,0,0,10,14,1,5,2,9,3,6,16.0,16.64,16.32,2,10,-8,12,-8,0.0
B.Cearense2024Pato Basquete2024,B.Cearense2024Pato Basquete20242,2024-08-25,2,2024,B.Cearense2024,Pato Basquete2024,13,18,2,9,3,9,1,2,6,14,0,9,2,5,2,2,17.88,15.88,16.88,13,6,7,19,-1,-8.0
B.Cearense2024Pato Basquete2024,B.Cearense2024Pato Basquete20243,2024-08-25,3,2024,B.Cearense2024,Pato Basquete2024,10,10,2,7,1,3,2,2,22,16,2,8,4,8,8,8,14.88,18.52,16.7,10,22,-12,32,-13,-1.0
B.Cearense2024Pato Basquete2024,B.Cearense2024Pato Basquete20244,2024-08-25,4,2024,B.Cearense2024,Pato Basquete2024,14,21,0,10,7,11,0,0,21,20,4,12,4,8,1,1,17.0,18.44,17.72,14,21,-7,35,-20,-13.0
Mogi2024São Paulo FC2024,Mogi2024São Paulo FC20241,2024-08-25,1,2024,Mogi2024,São Paulo FC2024,19,18,2,7,6,11,1,1,26,15,5,10,3,5,5,5,17.44,19.2,18.32,19,26,-7,45,-7,0.0
Mogi2024São Paulo FC2024,Mogi2024São Paulo FC20242,2024-08-25,2,2024,Mogi2024,São Paulo FC2024,14,18,3,8,2,10,1,2,20,20,1,5,8,15,1,3,17.88,22.32,20.1,14,20,-6,34,-13,-7.0
Mogi2024São Paulo FC2024,Mogi2024São Paulo FC20243,2024-08-25,3,2024,Mogi2024,São Paulo FC2024,20,19,2,7,5,12,4,7,16,16,3,8,3,8,1,2,18.08,21.88,19.98,20,16,4,36,-9,-13.0
Mogi2024São Paulo FC2024,Mogi2024São Paulo FC20244,2024-08-25,4,2024,Mogi2024,São Paulo FC2024,21,18,4,13,4,5,1,4,17,15,3,6,3,9,2,2,19.76,15.88,17.82,21,17,4,38,-5,-9.0
IVV/CETAF2024Thalia/PH.D Esportes2024,IVV/CETAF2024Thalia/PH.D Esportes20241,2024-08-25,1,2024,IVV/CETAF2024,Thalia/PH.D Esportes2024,11,11,1,6,3,5,2,4,9,16,0,8,4,8,1,4,14.76,18.76,16.76,11,9,2,20,2,0.0
IVV/CETAF2024Thalia/PH.D Esportes2024,IVV/CETAF2024Thalia/PH.D Esportes20242,2024-08-25,2,2024,IVV/CETAF2024,Thalia/PH.D Esportes2024,13,16,2,9,3,7,1,3,19,15,2,3,6,12,1,2,18.32,18.880000000000003,18.6,13,19,-6,32,-4,2.0
IVV/CETAF2024Thalia/PH.D Esportes2024,IVV/CETAF2024Thalia/PH.D Esportes20243,2024-08-25,3,2024,IVV/CETAF2024,Thalia/PH.D Esportes2024,14,11,0,4,6,7,2,6,15,13,0,4,6,9,3,6,18.64,18.64,18.64,14,15,-1,29,-5,-4.0
IVV/CETAF2024Thalia/PH.D Esportes2024,IVV/CETAF2024Thalia/PH.D Esportes20244,2024-08-25,4,2024,IVV/CETAF2024,Thalia/PH.D Esportes2024,24,23,0,2,10,21,4,6,20,14,4,6,3,8,2,2,21.64,19.880000000000003,20.76,24,20,4,44,-1,-5.0
Bauru Basket2024União Corinthians2024,Bauru Basket2024União Corinthians20241,2024-08-25,1,2024,Bauru Basket2024,União Corinthians2024,11,13,1,6,3,7,2,4,13,20,1,6,5,14,0,2,14.76,19.88,17.32,11,13,-2,24,-2,0.0
Bauru Basket2024União Corinthians2024,Bauru Basket2024União Corinthians20242,2024-08-25,2,2024,Bauru Basket2024,União Corinthians2024,23,17,0,5,10,12,3,4,18,14,1,4,6,10,3,4,19.76,18.76,19.26,23,18,5,41,3,-2.0
Bauru Basket2024União Corinthians2024,Bauru Basket2024União Corinthians20243,2024-08-25,3,2024,Bauru Basket2024,União Corinthians2024,22,15,2,5,5,10,6,6,21,16,2,6,7,10,1,1,16.64,20.44,18.54,22,21,1,43,4,3.0
Bauru Basket2024União Corinthians2024,Bauru Basket2024União Corinthians20244,2024-08-25,4,2024,Bauru Basket2024,União Corinthians2024,15,12,0,6,3,6,9,9,29,21,4,8,6,13,5,9,18.96,21.96,20.46,15,29,-14,44,-10,4.0
UNIFACISA2024Vasco/Tijuca2024,UNIFACISA2024Vasco/Tijuca20241,2024-08-25,1,2024,UNIFACISA2024,Vasco/Tijuca2024,13,19,1,7,5,12,0,2,20,18,2,8,5,10,4,4,19.88,19.76,19.82,13,20,-7,33,-7,0.0
UNIFACISA2024Vasco/Tijuca2024,UNIFACISA2024Vasco/Tijuca20242,2024-08-25,2,2024,UNIFACISA2024,Vasco/Tijuca2024,12,12,2,7,2,5,2,4,20,18,2,8,6,10,2,4,15.76,19.76,17.76,12,20,-8,32,-15,-7.0
UNIFACISA2024Vasco/Tijuca2024,UNIFACISA2024Vasco/Tijuca20243,2024-08-25,3,2024,UNIFACISA2024,Vasco/Tijuca2024,9,15,0,7,2,8,5,6,18,17,2,6,4,11,4,5,19.64,17.2,18.42,9,18,-9,27,-24,-15.0
UNIFACISA2024Vasco/Tijuca2024,UNIFACISA2024Vasco/Tijuca20244,2024-08-25,4,2024,UNIFACISA2024,Vasco/Tijuca2024,10,14,1,6,1,8,5,10,15,18,2,10,4,8,1,2,17.4,22.88,20.14,10,15,-5,25,-29,-24.0
B.Cearense2024Campo Mourão2024,B.Cearense2024Campo Mourão20241,2024-08-26,1,2024,B.Cearense2024,Campo Mourão2024,7,12,1,7,1,5,2,4,24,15,0,4,7,11,10,15,22.76,22.6,22.68,7,24,-17,31,-17,0.0
B.Cearense2024Campo Mourão2024,B.Cearense2024Campo Mourão20242,2024-08-26,2,2024,B.Cearense2024,Campo Mourão2024,7,18,1,9,2,9,0,0,24,15,1,5,10,10,1,1,20.0,17.439999999999998,18.72,7,24,-17,31,-34,-17.0
B.Cearense2024Campo Mourão2024,B.Cearense2024Campo Mourão20243,2024-08-26,3,2024,B.Cearense2024,Campo Mourão2024,15,13,2,7,3,6,3,4,15,16,1,7,4,9,4,9,20.76,15.96,18.36,15,15,0,30,-34,-34.0
B.Cearense2024Campo Mourão2024,B.Cearense2024Campo Mourão20244,2024-08-26,4,2024,B.Cearense2024,Campo Mourão2024,18,15,1,4,5,11,5,11,19,21,1,6,8,15,0,1,17.84,22.44,20.14,18,19,-1,37,-35,-34.0
Caxias2024IVV/CETAF2024,Caxias2024IVV/CETAF20241,2024-08-26,1,2024,Caxias2024,IVV/CETAF2024,11,16,2,12,2,4,1,5,18,12,3,4,3,8,3,4,18.2,16.759999999999998,17.479999999999997,11,18,-7,29,-7,0.0
Caxias2024IVV/CETAF2024,Caxias2024IVV/CETAF20242,2024-08-26,2,2024,Caxias2024,IVV/CETAF2024,17,21,1,7,5,14,4,8,12,11,2,7,3,4,0,2,21.52,17.880000000000003,19.700000000000003,17,12,5,29,-2,-7.0
Caxias2024IVV/CETAF2024,Caxias2024IVV/CETAF20243,2024-08-26,3,2024,Caxias2024,IVV/CETAF2024,13,19,1,7,5,12,0,4,21,13,2,5,7,8,1,3,17.76,17.32,17.54,13,21,-8,34,-10,-2.0
Caxias2024IVV/CETAF2024,Caxias2024IVV/CETAF20244,2024-08-26,4,2024,Caxias2024,IVV/CETAF2024,20,22,2,7,4,15,6,7,11,7,1,2,2,5,4,8,25.08,12.52,18.8,20,11,9,31,-1,-10.0
Botafogo2024Mogi2024,Botafogo2024Mogi20241,2024-08-26,1,2024,Botafogo2024,Mogi2024,28,16,5,6,5,10,3,4,20,15,3,9,2,6,7,10,22.76,21.4,22.08,28,20,8,48,8,0.0
Botafogo2024Mogi2024,Botafogo2024Mogi20242,2024-08-26,2,2024,Botafogo2024,Mogi2024,13,13,1,6,3,7,4,7,19,19,2,12,5,7,3,6,21.08,24.64,22.86,13,19,-6,32,2,8.0
Botafogo2024Mogi2024,Botafogo2024Mogi20243,2024-08-26,3,2024,Botafogo2024,Mogi2024,22,18,4,7,5,11,0,0,12,13,1,8,3,5,3,7,18.0,17.08,17.54,22,12,10,34,12,2.0
Botafogo2024Mogi2024,Botafogo2024Mogi20244,2024-08-26,4,2024,Botafogo2024,Mogi2024,21,16,2,8,6,8,3,6,15,16,3,12,2,4,2,2,17.64,16.88,17.259999999999998,21,15,6,36,18,12.0
Cerrado2024Pato Basquete2024,Cerrado2024Pato Basquete20241,2024-08-26,1,2024,Cerrado2024,Pato Basquete2024,20,20,3,9,5,11,1,2,16,14,2,6,4,8,2,5,19.88,18.2,19.04,20,16,4,36,4,0.0
Cerrado2024Pato Basquete2024,Cerrado2024Pato Basquete20242,2024-08-26,2,2024,Cerrado2024,Pato Basquete2024,11,20,1,6,4,14,0,0,16,20,1,4,6,16,1,2,19.0,16.88,17.939999999999998,11,16,-5,27,-1,4.0
Cerrado2024Pato Basquete2024,Cerrado2024Pato Basquete20243,2024-08-26,3,2024,Cerrado2024,Pato Basquete2024,10,18,2,10,1,8,2,2,20,15,2,6,5,9,4,5,18.88,18.2,18.54,10,20,-10,30,-11,-1.0
Cerrado2024Pato Basquete2024,Cerrado2024Pato Basquete20244,2024-08-26,4,2024,Cerrado2024,Pato Basquete2024,22,17,2,8,4,9,8,16,28,16,0,2,10,14,8,11,25.04,27.84,26.44,22,28,-6,50,-17,-11.0
Caixa Brasília Basquete2024São Paulo FC2024,Caixa Brasília Basquete2024São Paulo FC20241,2024-08-26,1,2024,Caixa Brasília Basquete2024,São Paulo FC2024,21,23,3,11,6,12,0,0,26,15,7,10,1,5,3,4,19.0,15.760000000000002,17.380000000000003,21,26,-5,47,-5,0.0
Caixa Brasília Basquete2024São Paulo FC2024,Caixa Brasília Basquete2024São Paulo FC20242,2024-08-26,2,2024,Caixa Brasília Basquete2024,São Paulo FC2024,20,17,3,8,3,9,5,7,22,22,4,15,5,7,0,0,23.08,25.0,24.04,20,22,-2,42,-7,-5.0
Caixa Brasília Basquete2024São Paulo FC2024,Caixa Brasília Basquete2024São Paulo FC20243,2024-08-26,3,2024,Caixa Brasília Basquete2024,São Paulo FC2024,29,21,4,10,6,11,5,6,26,18,3,5,7,13,3,5,24.64,23.2,23.92,29,26,3,55,-4,-7.0
Caixa Brasília Basquete2024São Paulo FC2024,Caixa Brasília Basquete2024São Paulo FC20244,2024-08-26,4,2024,Caixa Brasília Basquete2024,São Paulo FC2024,21,20,3,12,4,8,4,4,20,14,1,6,4,8,9,14,25.76,22.16,23.96,21,20,1,41,-3,-4.0
LDPG2024Thalia/PH.D Esportes2024,LDPG2024Thalia/PH.D Esportes20241,2024-08-26,1,2024,LDPG2024,Thalia/PH.D Esportes2024,21,17,3,10,5,7,2,3,23,17,2,5,8,12,1,4,21.32,16.76,19.04,21,23,-2,44,-2,0.0
LDPG2024Thalia/PH.D Esportes2024,LDPG2024Thalia/PH.D Esportes20242,2024-08-26,2,2024,LDPG2024,Thalia/PH.D Esportes2024,18,16,2,4,5,12,2,2,16,17,1,7,4,10,5,8,19.88,23.52,21.7,18,16,2,34,0,-2.0
LDPG2024Thalia/PH.D Esportes2024,LDPG2024Thalia/PH.D Esportes20243,2024-08-26,3,2024,LDPG2024,Thalia/PH.D Esportes2024,30,16,4,5,7,11,4,4,9,17,1,6,3,11,0,0,17.76,18.0,17.880000000000003,30,9,21,39,21,0.0
LDPG2024Thalia/PH.D Esportes2024,LDPG2024Thalia/PH.D Esportes20244,2024-08-26,4,2024,LDPG2024,Thalia/PH.D Esportes2024,22,14,1,3,6,11,7,9,28,18,4,10,5,8,6,8,19.96,25.52,22.74,22,28,-6,50,15,21.0
UNIFACISA2024União Corinthians2024,UNIFACISA2024União Corinthians20241,2024-08-26,1,2024,UNIFACISA2024,União Corinthians2024,17,16,2,5,3,11,5,5,18,19,2,8,5,11,2,2,15.2,21.88,18.54,17,18,-1,35,-1,0.0
UNIFACISA2024União Corinthians2024,UNIFACISA2024União Corinthians20242,2024-08-26,2,2024,UNIFACISA2024,União Corinthians2024,9,15,0,3,4,12,1,1,17,14,3,9,1,5,6,7,20.44,20.08,20.26,9,17,-8,26,-9,-1.0
UNIFACISA2024União Corinthians2024,UNIFACISA2024União Corinthians20243,2024-08-26,3,2024,UNIFACISA2024,União Corinthians2024,20,15,3,6,3,9,5,10,16,23,0,7,7,16,2,2,21.4,25.88,23.64,20,16,4,36,-5,-9.0
UNIFACISA2024União Corinthians2024,UNIFACISA2024União Corinthians20244,2024-08-26,4,2024,UNIFACISA2024,União Corinthians2024,7,14,0,4,3,10,1,4,12,17,1,5,4,12,1,2,19.76,18.88,19.32,7,12,-5,19,-10,-5.0
Bauru Basket2024Vasco/Tijuca2024,Bauru Basket2024Vasco/Tijuca20241,2024-08-26,1,2024,Bauru Basket2024,Vasco/Tijuca2024,15,17,0,2,6,15,3,5,9,13,1,4,3,9,0,1,20.2,15.44,17.82,15,9,6,24,6,0.0
Bauru Basket2024Vasco/Tijuca2024,Bauru Basket2024Vasco/Tijuca20242,2024-08-26,2,2024,Bauru Basket2024,Vasco/Tijuca2024,6,15,0,8,3,7,0,0,17,18,3,9,3,9,2,5,17.0,19.2,18.1,6,17,-11,23,-5,6.0
Bauru Basket2024Vasco/Tijuca2024,Bauru Basket2024Vasco/Tijuca20243,2024-08-26,3,2024,Bauru Basket2024,Vasco/Tijuca2024,17,13,2,6,4,7,3,4,21,12,3,4,5,8,2,3,16.759999999999998,17.32,17.04,17,21,-4,38,-9,-5.0
Bauru Basket2024Vasco/Tijuca2024,Bauru Basket2024Vasco/Tijuca20244,2024-08-26,4,2024,Bauru Basket2024,Vasco/Tijuca2024,17,16,2,9,3,7,5,5,15,16,1,9,4,7,4,4,17.2,16.76,16.98,17,15,2,32,-7,-9.0
Cruzeiro2024Flamengo2024,Cruzeiro2024Flamengo20241,2024-08-27,1,2024,Cruzeiro2024,Flamengo2024,16,18,2,6,5,12,0,0,18,21,1,11,6,10,3,5,19.0,20.2,19.6,16,18,-2,34,-2,0.0
Cruzeiro2024Flamengo2024,Cruzeiro2024Flamengo20242,2024-08-27,2,2024,Cruzeiro2024,Flamengo2024,20,18,1,8,7,10,3,4,20,16,2,9,3,7,8,9,22.76,20.96,21.86,20,20,0,40,-2,-2.0
Cruzeiro2024Flamengo2024,Cruzeiro2024Flamengo20243,2024-08-27,3,2024,Cruzeiro2024,Flamengo2024,15,13,2,8,2,5,5,8,19,18,3,10,2,8,6,7,18.52,26.08,22.3,15,19,-4,34,-6,-2.0
Cruzeiro2024Flamengo2024,Cruzeiro2024Flamengo20244,2024-08-27,4,2024,Cruzeiro2024,Flamengo2024,13,17,3,8,1,9,2,4,11,19,1,7,0,12,8,12,21.76,21.28,21.520000000000003,13,11,2,24,-4,-6.0
Corinthians2024Minas2024,Corinthians2024Minas20241,2024-08-27,1,2024,Corinthians2024,Minas2024,14,17,3,9,1,8,3,5,16,17,2,10,5,7,0,0,17.2,17.0,17.1,14,16,-2,30,-2,0.0
Corinthians2024Minas2024,Corinthians2024Minas20242,2024-08-27,2,2024,Corinthians2024,Minas2024,20,19,2,9,4,10,6,7,19,17,0,3,8,14,3,3,19.08,22.32,20.7,20,19,1,39,-1,-2.0
Corinthians2024Minas2024,Corinthians2024Minas20243,2024-08-27,3,2024,Corinthians2024,Minas2024,27,17,4,6,7,11,1,1,21,15,3,5,4,10,4,4,20.44,19.76,20.1,27,21,6,48,5,-1.0
Corinthians2024Minas2024,Corinthians2024Minas20244,2024-08-27,4,2024,Corinthians2024,Minas2024,22,19,2,8,6,11,4,5,22,19,2,5,6,14,4,5,18.2,22.2,20.2,22,22,0,44,5,5.0
Pinheiros2024SESI Franca2024,Pinheiros2024SESI Franca20241,2024-08-27,1,2024,Pinheiros2024,SESI Franca2024,18,12,3,9,1,3,7,10,7,14,1,7,2,7,0,0,19.4,19.0,19.2,18,7,11,25,11,0.0
Pinheiros2024SESI Franca2024,Pinheiros2024SESI Franca20242,2024-08-27,2,2024,Pinheiros2024,SESI Franca2024,15,18,3,11,1,7,4,6,28,14,2,5,7,9,8,8,20.64,20.52,20.58,15,28,-13,43,-2,11.0
Pinheiros2024SESI Franca2024,Pinheiros2024SESI Franca20243,2024-08-27,3,2024,Pinheiros2024,SESI Franca2024,17,17,2,7,4,10,3,5,14,14,2,6,3,8,2,2,17.2,17.880000000000003,17.54,17,14,3,31,1,-2.0
Pinheiros2024SESI Franca2024,Pinheiros2024SESI Franca20244,2024-08-27,4,2024,Pinheiros2024,SESI Franca2024,17,18,2,11,3,7,5,6,13,16,2,8,2,8,3,4,22.64,21.76,22.200000000000003,17,13,4,30,5,1.0
Paulistano2024São José Basketball2024,Paulistano2024São José Basketball20241,2024-08-27,1,2024,Paulistano2024,São José Basketball2024,24,16,5,9,2,7,5,6,23,17,3,8,6,9,2,2,19.64,22.88,21.26,24,23,1,47,1,0.0
Paulistano2024São José Basketball2024,Paulistano2024São José Basketball20242,2024-08-27,2,2024,Paulistano2024,São José Basketball2024,20,14,3,5,5,9,1,1,17,15,3,7,2,8,4,7,21.44,21.08,21.26,20,17,3,37,4,1.0
Paulistano2024São José Basketball2024,Paulistano2024São José Basketball20243,2024-08-27,3,2024,Paulistano2024,São José Basketball2024,16,13,1,8,4,5,5,7,14,18,2,8,4,10,0,0,18.08,20.0,19.04,16,14,2,30,6,4.0
Paulistano2024São José Basketball2024,Paulistano2024São José Basketball20244,2024-08-27,4,2024,Paulistano2024,São José Basketball2024,28,16,5,8,5,8,3,4,22,15,3,8,4,7,5,5,18.76,20.2,19.48,28,22,6,50,12,6.0
Botafogo2024Caxias2024,Botafogo2024Caxias2024OT1,2024-08-28,OT1,2024,Botafogo2024,Caxias2024,18,9,2,3,4,6,4,6,4,6,0,2,1,4,2,3,8.64,8.32,8.48,18,4,14,22,0,-14.0
Flamengo2024Paulistano2024,Flamengo2024Paulistano20241,2024-08-28,1,2024,Flamengo2024,Paulistano2024,7,12,1,8,1,4,2,4,18,22,2,10,5,12,2,2,16.759999999999998,18.88,17.82,7,18,-11,25,-11,0.0
Flamengo2024Paulistano2024,Flamengo2024Paulistano20242,2024-08-28,2,2024,Flamengo2024,Paulistano2024,14,12,1,3,4,9,3,3,19,15,2,9,4,6,5,6,15.32,17.64,16.48,14,19,-5,33,-16,-11.0
Flamengo2024Paulistano2024,Flamengo2024Paulistano20243,2024-08-28,3,2024,Flamengo2024,Paulistano2024,20,18,1,5,7,13,3,4,20,13,3,6,4,7,3,6,20.76,17.64,19.200000000000003,20,20,0,40,-16,-16.0
Flamengo2024Paulistano2024,Flamengo2024Paulistano20244,2024-08-28,4,2024,Flamengo2024,Paulistano2024,18,17,1,9,3,8,9,11,18,15,1,4,7,11,1,4,21.84,21.76,21.8,18,18,0,36,-16,-16.0
Corinthians2024Pinheiros2024,Corinthians2024Pinheiros20241,2024-08-28,1,2024,Corinthians2024,Pinheiros2024,16,18,2,9,4,9,2,3,14,12,4,8,0,4,2,2,17.32,17.880000000000003,17.6,16,14,2,30,2,0.0
Corinthians2024Pinheiros2024,Corinthians2024Pinheiros20242,2024-08-28,2,2024,Corinthians2024,Pinheiros2024,18,19,4,12,1,7,4,6,22,20,4,9,4,11,2,2,20.64,22.88,21.76,18,22,-4,40,-2,2.0
Corinthians2024Pinheiros2024,Corinthians2024Pinheiros20243,2024-08-28,3,2024,Corinthians2024,Pinheiros2024,23,16,4,8,5,8,1,1,16,17,1,8,4,9,5,8,21.44,18.52,19.98,23,16,7,39,5,-2.0
Corinthians2024Pinheiros2024,Corinthians2024Pinheiros20244,2024-08-28,4,2024,Corinthians2024,Pinheiros2024,26,15,4,11,1,4,12,12,16,18,1,7,5,11,3,3,23.28,26.32,24.8,26,16,10,42,15,5.0
Minas2024SESI Franca2024,Minas2024SESI Franca20241,2024-08-28,1,2024,Minas2024,SESI Franca2024,23,19,3,6,7,13,0,0,9,20,1,9,3,11,0,0,21.0,17.0,19.0,23,9,14,32,14,0.0
Minas2024SESI Franca2024,Minas2024SESI Franca20242,2024-08-28,2,2024,Minas2024,SESI Franca2024,9,17,1,6,3,11,0,2,20,17,1,6,8,11,1,2,18.88,19.88,19.38,9,20,-11,29,3,14.0
Minas2024SESI Franca2024,Minas2024SESI Franca20243,2024-08-28,3,2024,Minas2024,SESI Franca2024,20,18,2,6,6,12,2,3,17,18,0,3,8,15,1,1,20.32,19.44,19.880000000000003,20,17,3,37,6,3.0
Minas2024SESI Franca2024,Minas2024SESI Franca20244,2024-08-28,4,2024,Minas2024,SESI Franca2024,19,15,2,5,4,10,5,7,17,20,0,4,6,16,5,7,23.08,25.08,24.08,19,17,2,36,8,6.0
Cruzeiro2024São José Basketball2024,Cruzeiro2024São José Basketball20241,2024-08-28,1,2024,Cruzeiro2024,São José Basketball2024,11,12,1,6,3,6,2,4,26,22,5,11,4,11,3,3,13.76,24.32,19.04,11,26,-15,37,-15,0.0
